workbook_name,model_name,model_params,utility,accuracy,logit_roc_auc,true_pos,true_neg,false_pos,false_neg,timestamp
04D_tml_cv_baseline_random_forest,Random Forest model,"n_estimators=30, max_depth=16, max_feature=None",1683.03333,0.659722711,0.659579554,9511.1,8917,4763.2,4741.8,9/4/2021 13:43
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=8, max_feature=None",354.7002052,0.547110747,0.545212988,9102,6180.5,7499.7,5150.9,9/4/2021 14:04
04D_tml_cv_baseline_random_forest,Random Forest model,"n_estimators=30, max_depth=16, max_feature=sqrt",1520.877399,0.643942138,0.643144068,9730.4,8256.9,5423.3,4522.5,9/4/2021 14:05
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=8, max_feature=sqrt",299.3256049,0.542256301,0.538701478,10173.4,4973.5,8706.7,4079.5,9/4/2021 14:15
04D_tml_cv_baseline_random_forest,Random Forest model,"n_estimators=30, max_depth=16, max_feature=log2",1338.676008,0.627828629,0.626862824,9607.3,7929.9,5750.3,4645.6,9/4/2021 14:19
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=8, max_feature=log2",247.6950916,0.539292074,0.534982332,10665.9,4398.2,9282,3587,9/4/2021 14:22
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=16, max_feature=None",637.9786349,0.567094216,0.565806404,8970.7,6870,6810.2,5282.2,9/4/2021 21:56
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=16, max_feature=sqrt",509.3902116,0.55762518,0.55586285,9156.9,6419.3,7260.9,5096,9/4/2021 22:17
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=30, max_depth=16, max_feature=log2",505.9850188,0.555563114,0.553600809,9263,6255.6,7424.6,4989.9,9/4/2021 22:31
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=2, max_feature=None",24.50282668,0.518299065,0.510631612,12594,1883.7,11796.5,1658.9,9/4/2021 23:29
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=2, max_feature=sqrt",30.82325451,0.515703583,0.506738654,13501.1,904.1,12776.1,751.8,9/4/2021 23:35
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=2, max_feature=log2",15.85258214,0.511905213,0.50193877,14101,198.1,13482.1,151.9,9/4/2021 23:39
04D_tml_cv_baseline_random_forest,Random Forest model,"n_estimators=10, max_depth=16, max_feature=None",1438.699744,0.634777386,0.634791407,9043.2,8688.1,4992.1,5209.7,10/4/2021 3:33
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=4, max_feature=None",152.9652906,0.530854053,0.528576245,9127.4,5701,7979.2,5125.5,10/4/2021 3:37
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=4, max_feature=sqrt",122.8052698,0.52756406,0.521602412,11608.4,3128.1,10552.1,2644.5,10/4/2021 3:48
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=4, max_feature=log2",55.92266759,0.523719153,0.516431773,12489.9,2139.2,11541,1763,10/4/2021 3:56
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=8, max_feature=None",358.6275305,0.547483071,0.545591575,9105.1,6187.8,7492.4,5147.8,10/4/2021 13:58
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=8, max_feature=sqrt",319.7940715,0.542582081,0.539072998,10131,5025,8655.2,4121.9,10/4/2021 14:23
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=8, max_feature=log2",267.8075234,0.540591623,0.536215387,10710.2,4390.2,9290,3542.7,10/4/2021 14:40
05E_tml_cv_pca_linear_svm,Linear SVM model PCA,"pca_n_components=130, iteration=10000",130.9025238,0.529529462,0.527338689,9048.8,5742.6,7937.6,5204.1,10/4/2021 15:02
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=16, max_feature=None",726.7077889,0.573226735,0.571819646,9128,6884,6796.2,5124.9,10/4/2021 21:16
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=16, max_feature=sqrt",612.42699,0.563857927,0.561939876,9353.8,6396.5,7283.7,4899.1,11/4/2021 3:08
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=90, n_estimators=50, max_depth=16, max_feature=log2",563.3622759,0.56072544,0.558545293,9488.1,6174.7,7505.5,4764.8,11/4/2021 3:33
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=2, max_feature=None",25.67573305,0.518184506,0.511134739,12175.4,2299.1,11381.1,2077.5,11/4/2021 3:47
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=2, max_feature=sqrt",19.93501868,0.515356325,0.50642599,13468.6,926.9,12753.3,784.3,11/4/2021 3:49
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=2, max_feature=log2",17.75256243,0.512288276,0.502755864,13836.7,473.1,13207.1,416.2,11/4/2021 3:50
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=4, max_feature=None",168.8351005,0.529626112,0.52706509,9353.6,5440.5,8239.7,4899.3,11/4/2021 4:17
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=4, max_feature=sqrt",91.19490751,0.524428001,0.518603158,11498.5,3150.4,10529.8,2754.4,11/4/2021 4:20
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=4, max_feature=log2",70.5068889,0.522072355,0.515080062,12207.2,2375.9,11304.3,2045.7,11/4/2021 4:21
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=8, max_feature=None",296.843599,0.542535536,0.540608495,9062.4,6092.3,7587.9,5190.5,11/4/2021 5:12
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=8, max_feature=sqrt",211.1353368,0.535887521,0.53231337,10087.7,4881.3,8798.9,4165.2,11/4/2021 5:17
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=8, max_feature=log2",162.2447918,0.533836191,0.529567652,10523.9,4387.8,9292.4,3729,11/4/2021 5:20
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=16, max_feature=None",509.9665753,0.552606039,0.55165411,8527.5,6908.5,6771.7,5725.4,11/4/2021 6:42
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=16, max_feature=sqrt",378.6648519,0.540430518,0.539072867,8640.5,6455.4,7224.8,5612.4,11/4/2021 6:50
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=10, max_depth=16, max_feature=log2",258.445116,0.538457941,0.536823571,8802.2,6238.6,7441.6,5450.7,11/4/2021 6:56
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=2, max_feature=None",24.41200095,0.517987605,0.510622207,12452.7,2016.3,11663.9,1800.2,11/4/2021 7:38
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=2, max_feature=sqrt",37.99948244,0.515306198,0.506132133,13597.2,796.9,12883.3,655.7,11/4/2021 7:42
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=2, max_feature=log2",15.78043947,0.512069897,0.502096758,14105.6,198.1,13482.1,147.3,11/4/2021 7:44
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=None",21.66305173,0.518828894,0.511400817,12385.7,2106.8,11573.4,1867.2,11/4/2021 13:54
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=sqrt",22.30050271,0.515137946,0.506347111,13386.4,1003,12677.2,866.5,11/4/2021 13:55
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=log2",14.5092029,0.512631955,0.50284666,13959.6,359.8,13320.4,293.3,11/4/2021 13:57
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=4, max_feature=None",155.6538833,0.529554514,0.527474744,9033.3,5758.8,7921.4,5219.6,11/4/2021 14:29
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=4, max_feature=sqrt",95.70681588,0.525491254,0.519339294,11686.6,2992,10688.2,2566.3,11/4/2021 14:32
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=4, max_feature=log2",73.25301143,0.522405301,0.515543526,12229.4,2363,11317.2,2023.5,11/4/2021 14:34
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=4, max_feature=None",164.69802,0.530925652,0.528736986,9114.8,5715.6,7964.6,5138.1,11/4/2021 14:52
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=4, max_feature=sqrt",103.7518306,0.526096264,0.519840071,11817.6,2877.9,10802.3,2435.3,11/4/2021 15:00
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=4, max_feature=log2",73.0896244,0.521743004,0.514060725,12723.3,1850.6,11829.6,1529.6,11/4/2021 15:04
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=8, max_feature=None",333.0734392,0.542020028,0.540127122,9006.8,6133.5,7546.7,5246.1,11/4/2021 15:34
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=8, max_feature=sqrt",230.8513213,0.536639298,0.533221046,10007.4,4982.6,8697.6,4245.5,11/4/2021 15:40
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=8, max_feature=log2",164.3302029,0.53324191,0.529106059,10462.5,4432.6,9247.6,3790.4,11/4/2021 15:43
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=16, max_feature=None",459.122393,0.550193129,0.549160934,8549.8,6818.8,6861.4,5703.1,11/4/2021 17:23
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=8, max_feature=None",330.8579996,0.545882817,0.544018552,9058.4,6189.8,7490.4,5194.5,11/4/2021 17:25
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=16, max_feature=sqrt",345.1931301,0.542002134,0.540590628,8702.4,6437.4,7242.8,5550.5,11/4/2021 17:32
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=8, max_feature=sqrt",292.5695762,0.541708561,0.538087478,10228.1,4903.5,8776.7,4024.8,11/4/2021 17:38
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=8, max_feature=log2",204.3984093,0.537072475,0.532293672,10954.2,4047.9,9632.3,3298.7,11/4/2021 17:46
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=2, max_feature=None",25.51717443,0.518492385,0.511173739,12332.3,2150.8,11529.4,1920.6,11/4/2021 18:28
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=2, max_feature=sqrt",27.87335853,0.514246528,0.504873917,13726,638.5,13041.7,526.9,11/4/2021 18:32
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=2, max_feature=log2",16.55603217,0.512094957,0.502091653,14121.5,182.9,13497.3,131.4,11/4/2021 18:35
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=4, max_feature=None",154.0366278,0.53071801,0.528458582,9135.7,5688.9,7991.3,5117.2,11/4/2021 20:13
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=4, max_feature=sqrt",86.25215045,0.525262123,0.51874727,11912.2,2760,10920.2,2340.7,11/4/2021 20:22
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=4, max_feature=log2",54.77130821,0.519713151,0.511789458,12894.6,1622.6,12057.6,1358.3,12/4/2021 2:33
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=8, max_feature=None",396.4110405,0.547551097,0.545638743,9116.6,6178.2,7502,5136.3,12/4/2021 4:54
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=8, max_feature=sqrt",294.9813653,0.540573709,0.536766906,10314.2,4785.7,8894.5,3938.7,12/4/2021 5:07
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=8, max_feature=log2",285.643596,0.539080857,0.53436284,10915,4143.2,9537,3337.9,12/4/2021 5:15
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=16, max_feature=None",651.1216517,0.566020215,0.564738661,8953,6857.7,6822.5,5299.9,12/4/2021 6:15
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=16, max_feature=sqrt",498.0818272,0.557213471,0.555419935,9184.8,6379.9,7300.3,5068.1,12/4/2021 6:34
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=30, max_depth=16, max_feature=log2",440.9611633,0.550705057,0.5485829,9315.5,6067.4,7612.8,4937.4,12/4/2021 6:47
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=2, max_feature=None",22.78553286,0.517966126,0.510396575,12530.6,1937.8,11742.4,1722.3,12/4/2021 7:43
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=2, max_feature=sqrt",32.56711061,0.513895685,0.504595463,13748.7,606,13074.2,504.2,12/4/2021 7:48
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=2, max_feature=log2",15.20253179,0.511898055,0.501788346,14185.8,113.1,13567.1,67.1,12/4/2021 7:52
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=16, max_feature=None",636.5713892,0.565271991,0.563956105,8952.6,6837.2,6843,5300.3,12/4/2021 9:18
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=16, max_feature=sqrt",550.6943145,0.554234924,0.552377424,9176.2,6305.3,7374.9,5076.7,12/4/2021 9:40
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=4, max_feature=None",166.8734065,0.530664312,0.528439336,9111,5712.1,7968.1,5141.9,12/4/2021 9:50
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=30, max_depth=16, max_feature=log2",460.4302641,0.550737273,0.548567613,9338.9,6044.9,7635.3,4914,12/4/2021 9:55
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=4, max_feature=sqrt",100.501449,0.525659504,0.51938199,11805.5,2877.8,10802.4,2447.4,12/4/2021 10:02
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=4, max_feature=log2",61.0038027,0.522068788,0.514071901,12899.2,1683.8,11996.4,1353.7,12/4/2021 10:09
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=2, max_feature=None",20.72055598,0.518352764,0.510815045,12530.8,1948.4,11731.8,1722.1,12/4/2021 11:01
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=2, max_feature=sqrt",17.61924321,0.5136773,0.504022063,13882.9,465.7,13214.5,370,12/4/2021 11:07
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=2, max_feature=log2",12.27940367,0.511586596,0.501461013,14188.8,101.4,13578.8,64.1,12/4/2021 11:11
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=4, max_feature=None",169.6441012,0.530882689,0.528779579,9058.5,5770.7,7909.5,5194.4,12/4/2021 13:17
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=4, max_feature=sqrt",106.8066332,0.526418467,0.519880164,12003.1,2701.4,10978.8,2249.8,12/4/2021 13:28
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=4, max_feature=log2",49.8758143,0.520343244,0.512087164,13018.6,1516.2,12164,1234.3,12/4/2021 13:35
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=8, max_feature=None",382.4854665,0.547078528,0.54521375,9085.5,6196.1,7484.1,5167.4,12/4/2021 13:56
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=8, max_feature=sqrt",303.9003934,0.543240802,0.539558052,10269.2,4905.2,8775,3983.7,12/4/2021 14:19
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=8, max_feature=log2",229.5762615,0.539277763,0.534575606,10937.3,4126.4,9553.8,3315.6,12/4/2021 15:44
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=8, max_feature=None",352.4014673,0.547107174,0.545214379,9096.6,6185.8,7494.4,5156.3,12/4/2021 20:21
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=8, max_feature=sqrt",283.9542179,0.542675168,0.538721766,10460.5,4698.1,8982.1,3792.4,12/4/2021 20:44
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=16, max_feature=None",674.440988,0.571887817,0.570510717,9098.7,6875.9,6804.3,5154.2,12/4/2021 20:50
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=8, max_feature=log2",245.1535755,0.539399477,0.53476569,10876.1,4191,9489.2,3376.8,12/4/2021 20:59
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=16, max_feature=sqrt",622.2552818,0.564470108,0.5625012,9394.5,6372.9,7307.3,4858.4,12/4/2021 21:20
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=110, n_estimators=50, max_depth=16, max_feature=log2",523.2381649,0.556622791,0.554296275,9524.2,6024,7656.2,4728.7,12/4/2021 21:39
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=None",29.04280905,0.518725084,0.511365694,12365.5,2124.1,11556.1,1887.4,12/4/2021 21:51
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=sqrt",23.37908502,0.516272785,0.508083256,12866.7,1554.4,12125.8,1386.2,12/4/2021 21:52
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=2, max_feature=log2",20.2000642,0.51285034,0.50319831,13828.6,496.9,13183.3,424.3,12/4/2021 21:52
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=10, max_depth=4, max_feature=None",185.3156379,0.529987708,0.527856012,9032.8,5771.4,7908.8,5220.1,12/4/2021 22:14
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=16, max_feature=log2",542.8488809,0.557993908,0.55556941,9610.9,5975.6,7704.6,4642,13/4/2021 16:30
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=16, max_feature=sqrt",587.0603461,0.560353123,0.558309063,9386.9,6265.5,7414.7,4866,13/4/2021 17:08
05D_tml_cv_pca_random_forest,Random Forest model PCA,"pca_n_components=130, n_estimators=50, max_depth=16, max_feature=None",676.5885843,0.571454643,0.570041662,9112,6850.5,6829.7,5140.9,15/4/2021 7:09
